TotalTime,PictureClicks,PictureTime,PictureDwelling,SummaryClicks,SummaryTime,SummaryDwelling,DescriptionClicks,DescriptionTime,DescriptionDwelling,ReviewClicks,ReviewTime,ReviewDwelling,Return
9212,2,14467,11072,3,24484,24484,0,7936,130,2,2205,1910,1
36222,5,27820,23023,3,17541,3886,2,4488,4488,8,28579,25924,0
79113,2,15956,10315,0,18047,5461,1,16371,914,13,758,758,1
19378,3,15476,15476,2,29939,8839,3,1796,1796,15,28428,28217,0
47356,5,8117,5570,3,29782,8596,5,13078,4934,10,11533,7678,1
40943,2,7001,6535,3,26481,26481,0,467,467,3,18180,342,1
18738,4,3390,3390,5,26615,26615,0,4452,4452,1,16968,8936,1
25389,5,9223,9223,3,7691,3063,3,5831,5831,14,10865,5486,0
20629,4,12269,12269,2,12724,4950,2,9375,9375,12,18353,8601,0
18609,3,22492,10658,3,9341,7584,0,8005,2020,14,11114,11114,1
43152,1,9697,933,4,27523,27523,2,4310,1841,0,978,683,1
55623,3,8666,8666,3,15263,7467,2,4779,4779,14,28529,28529,0
26493,4,883,338,6,23857,23857,0,9988,5509,1,7067,7067,1
73774,5,17237,17237,3,12722,6565,1,19559,9556,12,26252,20505,0
54585,3,23602,20932,5,6497,6497,4,9899,2770,14,20149,9639,0
33532,0,15143,7922,3,18592,18592,2,10427,6785,2,10957,3948,1
37475,0,10434,10434,3,29597,29597,2,4080,3673,3,12498,6415,1
39062,0,17817,1540,3,8352,8014,0,13984,6215,3,13654,2290,1
34625,1,17416,1883,6,18514,18514,0,5637,1485,1,192,192,1
38137,3,22132,7898,3,29202,8690,3,18901,18901,12,26811,9290,0
53177,4,10903,9749,3,20654,9343,1,19456,11520,7,26304,26304,0
7505,0,17904,2125,4,24968,24968,0,6173,6173,2,11539,692,1
22577,5,13496,13496,2,10527,4793,1,10009,5302,10,16462,16462,0
63373,5,14231,5346,2,20793,8057,3,12430,12430,2,22363,12437,0
41023,3,10712,10196,3,17209,17209,0,10071,6188,0,3274,3274,1
65455,4,15224,15224,2,12332,5308,1,5049,5049,5,14441,14441,0
55158,5,6188,6188,2,28097,4547,1,19979,12908,8,26967,16475,0
15795,4,2351,2351,4,23812,23812,1,9618,1466,1,14684,2561,1
71715,3,1222,1222,1,8097,5207,0,16770,11680,11,14000,14000,0
17872,3,2565,2565,6,22544,22544,0,13733,7958,2,13996,8169,1
7298,3,11973,11973,6,25188,25188,1,2752,2200,2,17836,1255,1
48489,3,24874,11264,3,25069,7279,2,17035,17035,3,26493,20672,0
5594,1,5479,5479,3,18003,18003,0,12043,9692,2,6932,5820,1
4058,0,19434,14683,6,14742,8721,2,7196,6093,0,17975,6867,1
36331,3,18085,9486,3,5433,5433,3,11840,6685,8,29523,13419,0
31729,1,4681,4681,6,21528,21528,2,4222,2469,2,13884,2313,1
26170,1,6564,6564,6,25877,25877,1,3734,3734,2,16673,6931,1
75926,4,15993,12990,3,20389,6927,2,15513,8652,9,23452,9295,0
3762,4,10743,2232,3,29701,29701,2,5288,5282,3,4794,4794,1
26282,2,9628,9628,3,2593,1099,0,14221,5443,2,9449,1151,1
4503,0,17469,945,6,12193,7107,0,3482,3482,0,3322,3322,1
71365,5,11628,11628,3,6302,6302,3,16570,7021,11,8191,7876,0
70229,3,23060,7431,3,26738,9471,1,9930,7974,2,26166,25187,0
19736,0,25302,15,3,4042,1460,2,3382,2855,8,14894,14894,0
40397,3,20116,18966,3,21348,6741,3,13882,4448,12,5450,5450,0
34577,4,2188,2188,4,20483,20483,0,1294,1294,1,5110,5110,1
19890,2,20234,20234,2,1930,1930,2,16640,4121,2,3650,3650,1
14663,1,7629,7629,5,7890,1401,1,5139,1607,0,5442,5442,1
32709,0,17170,11406,6,13629,13629,2,4269,4269,2,17337,5232,1
23090,5,16593,16593,2,18991,8039,3,17598,12663,9,25641,20813,0
67690,4,26467,26467,3,6186,6186,2,17659,7155,12,20770,6943,0
10230,1,14411,196,6,15969,5640,0,14242,1051,3,16770,193,1
4337,2,9097,4460,3,4968,2681,1,7111,6261,2,4257,3503,1
22989,2,16604,11885,4,4399,4399,2,12144,1122,1,18549,4601,1
14923,1,3460,3460,4,21985,21985,0,13923,342,2,15563,7019,1
67580,4,26754,8243,2,5039,5039,1,14175,9589,10,7083,7083,0
22132,4,12251,12155,6,26524,26524,1,14789,5984,0,12860,2841,1
56288,3,22635,21268,2,8084,3267,3,14031,14031,11,19490,19490,0
24557,3,10503,10503,6,13074,11159,1,4035,4035,1,8331,4750,1
18222,0,7506,7506,5,12835,9661,1,5876,5876,0,1162,1162,1
50972,3,24693,7414,3,12392,3931,3,18426,16561,6,29619,21694,0
9882,1,2791,1027,4,3602,3348,1,9969,6408,1,18806,7084,1
48917,4,16738,16738,2,16814,7307,3,11823,7709,13,21007,6822,0
21977,5,15488,9895,2,26048,6567,1,18899,18201,7,21632,10791,0
54421,3,677,677,6,877,877,2,13304,10289,1,3083,3083,0
1317,3,17524,2920,4,27286,3661,3,4832,489,7,27694,25303,0
55097,4,22938,21882,3,9646,8474,3,18737,16690,12,12101,12101,0
16946,2,11346,6416,5,18891,18891,1,7768,7768,0,13400,4336,1
78193,1,29856,21139,4,17792,8988,2,2944,1782,12,20086,9558,0
67717,3,14765,11198,3,20214,5111,2,18495,6341,9,6679,6679,0
28876,1,15894,7591,3,15932,15932,2,11966,4615,1,15102,7736,1
24332,5,24617,21563,2,6025,6025,3,18555,11645,6,24317,18416,0
9081,3,26882,5244,2,27734,3671,0,9410,9410,13,5586,5586,0
12161,3,6260,4222,3,19560,19560,2,207,207,3,16159,7740,1
36537,5,11132,11132,2,8961,5397,2,12926,8349,7,12943,12943,0
74194,1,10096,3497,2,20987,3912,1,10772,10772,11,9310,9310,0
67494,5,6048,6048,6,13156,2906,3,14212,14212,8,1451,1451,1
65106,5,24589,24589,3,21518,7995,2,19369,5030,15,6702,6702,0
30448,4,24571,7252,2,18066,6859,2,16887,10111,2,6526,5242,0
12417,1,18135,8576,3,29175,29175,2,3406,3406,1,2648,2648,1
13227,1,7430,7430,5,16080,4226,1,4445,2523,0,14022,1506,1
57688,5,5806,5806,2,11820,5702,2,15308,13336,2,26515,15953,0
18717,3,2092,2092,3,9666,9666,2,9590,3831,0,1658,1658,1
27952,3,3973,3973,3,23553,23553,1,2847,2847,0,1733,1733,1
61501,3,8160,8160,2,6337,5519,3,11222,11222,11,24659,14773,0
25867,4,2807,2684,6,11096,11096,2,1792,1792,3,12817,7121,1
44650,3,11525,11525,3,9351,6939,1,10748,10207,13,19199,13346,0
62082,5,28272,6469,3,13089,8396,3,10313,10313,5,28269,28269,0
34978,0,1527,1527,5,8505,8408,0,966,966,2,5656,4512,1
47051,3,23521,9797,3,24334,9841,3,19413,10281,13,4154,4154,0
36888,4,11473,11473,2,19691,9657,3,14206,14206,13,16579,16579,0
42939,3,27832,27832,3,20617,5222,1,16353,12783,3,14402,7736,0
42936,4,16035,7868,3,29575,29575,2,13022,6636,0,12270,9156,1
43815,2,11435,9709,3,12659,7740,2,11421,1357,2,16695,4426,1
5940,3,2567,2567,5,16110,16110,2,7838,7838,3,5340,5340,1
42175,3,7373,6391,3,8437,4597,0,12708,8689,1,6725,4034,1
37079,0,18198,5619,5,22040,22040,2,14539,6637,0,13388,6618,1
31073,4,16452,16452,2,18866,7654,3,4204,4204,14,23005,23005,0
66245,5,27659,19453,3,20934,6073,3,10832,10832,13,11807,11807,0
28415,0,15764,12434,3,19207,9762,0,13742,5041,1,2052,2052,1
11582,4,9360,8844,3,17147,17147,1,10837,6664,1,15925,5206,1
34847,3,22808,22808,3,8647,7437,1,6097,5563,14,27086,6986,0
31631,4,16798,15626,3,18278,3138,3,15141,10872,13,18801,17722,0
37616,3,17443,7643,3,7198,4487,1,9090,9090,12,28191,16192,0
55907,1,23524,18456,6,24118,6516,3,5120,5120,2,22367,22367,1
9893,5,28514,6793,3,3758,3758,5,13754,13754,15,24178,17957,1
23840,0,8888,2068,4,15670,15670,2,2116,2116,2,17270,5328,1
43434,4,18783,18783,3,24741,5789,2,6641,5696,6,14947,14947,0
75648,3,20581,20581,2,5891,5891,1,16827,8501,7,4071,4071,0
5191,3,9137,9137,6,13200,13200,1,32,32,0,6571,5608,1
12288,4,4534,4534,4,8740,8740,0,12611,58,2,14040,3164,1
62863,5,14257,14182,3,12491,8749,2,15746,15746,10,8509,8509,0
31401,4,16214,10394,6,27093,27093,2,1448,1448,3,17916,2977,1
10148,4,1253,1253,3,14250,14250,0,7413,7413,3,2627,2627,1
35583,3,2669,2669,5,28024,28024,0,3373,3373,3,4652,4652,1
29290,2,17037,2546,5,18333,12132,1,1930,1930,2,19639,8697,1
8186,3,5875,3002,5,13267,6589,2,12435,1392,0,218,218,1
41082,3,7702,1771,5,7523,2105,0,2045,750,1,2820,1074,1
4143,1,7386,7386,5,11742,11742,0,568,568,0,15383,3041,1
18729,4,7768,3430,3,9723,9723,0,8676,7551,0,7456,7456,1
10112,2,7409,4451,5,7931,6361,0,1535,1535,0,3801,3801,1
26428,3,6982,6982,3,21497,4939,1,17441,17441,11,17923,17184,0
28813,3,11021,8816,3,13516,7779,2,5267,5267,14,24745,11031,0
23447,3,19017,11845,5,12197,9665,2,11999,3602,2,17783,7771,1
26504,5,27951,16678,3,7479,7479,1,18323,14110,6,16876,15106,0
5728,0,7456,7456,6,27109,27109,2,9964,34,1,5165,3748,1
30216,4,16118,8624,3,12363,8460,2,6791,6791,2,27766,22127,0
43008,1,15567,15242,5,19095,19095,0,3590,3590,0,10138,5685,1
17025,1,14331,14331,5,13838,1281,2,420,420,13,13272,13272,1
56901,3,24938,13466,3,9514,9514,2,14302,12338,4,7913,7913,0
24787,4,16637,16637,3,17895,8770,1,12637,7232,11,27332,27332,0
5033,5,4922,4922,6,14918,8664,0,11754,11754,15,28867,2954,1
59570,4,18444,13692,3,9654,4670,2,11697,4990,7,22518,21593,0
33337,4,17406,16614,3,21747,21747,0,2959,2959,2,12949,1205,1
28230,5,21328,20995,2,25401,5452,2,12764,12250,11,9543,9543,0
11739,2,6462,3281,4,14426,14426,2,5860,5180,1,16717,4783,1
53704,4,29955,20624,2,29276,6909,3,14873,11813,5,16887,16042,0
10541,0,10243,10243,4,14003,14003,1,6113,6113,1,15842,2614,1
6398,3,6681,6681,4,26515,26515,2,10745,1003,3,17656,3231,1
33744,1,15911,5515,4,8564,1097,1,4633,4633,3,12322,1073,1
60422,4,5541,5541,2,25763,9240,1,6633,6633,14,5670,5670,0
72262,5,15971,15971,3,5640,3132,4,6466,6466,3,14588,649,1
65926,5,14688,14688,3,15238,8724,2,8015,5825,15,25024,24072,0
47973,5,28039,11039,2,8246,8246,3,7480,7480,12,13330,13330,0
35489,3,7792,5640,3,4660,2309,2,13580,6948,3,445,445,1
33020,1,25382,17350,5,11775,1345,0,15769,8284,3,10601,10601,1
23002,2,5195,383,6,25138,25138,2,6505,936,2,10050,5027,1
28834,5,7980,7980,2,5429,5429,2,7400,7400,2,5248,5248,0
39501,3,16168,1676,4,10366,10366,2,11379,1562,3,13261,4635,1
3876,4,7312,583,6,14099,14099,1,14112,5563,0,6131,2490,1
51633,5,8856,8856,2,28561,5757,3,6770,6770,12,24430,13643,0
24888,5,29149,16695,2,29020,5301,1,7346,7346,8,20125,15458,0
75546,4,29782,12681,3,26770,9654,3,7374,7374,13,20172,6363,0
6260,4,4759,4759,6,27214,27214,0,2988,2988,3,17669,4538,1
7823,4,12470,12470,5,18634,18634,1,14081,9514,1,4566,4566,1
22104,1,921,921,0,28532,3094,5,19718,17224,9,15307,12166,1
5722,2,10057,10057,6,13447,6085,1,3160,1126,0,12214,3659,1
28704,4,18629,18629,2,13353,5771,1,18591,9441,8,14306,13645,0
23773,3,6342,6342,2,11234,8816,2,15146,8379,8,25177,5004,0
38539,3,9157,9157,4,24486,24486,2,11793,2251,2,11465,9662,1
41784,3,24244,7342,2,27651,8918,3,12745,12745,5,20429,20247,0
15368,4,18806,10594,4,14746,14746,2,10053,3809,1,5350,5350,1
74281,5,23983,16623,2,12324,3459,3,7455,7455,6,8780,4504,0
49106,4,7726,7726,3,27339,6869,1,8403,8403,4,6545,6545,0
28062,4,18445,18445,3,26902,9412,2,16454,15867,3,22346,16463,0
31499,4,27770,26387,2,15555,7432,2,14510,14510,2,10167,10167,0
62259,4,17446,16766,3,19437,5854,2,4561,4561,3,14145,14145,0
12916,3,3221,3221,3,19992,13459,0,12524,6998,1,15640,6436,1
10529,4,13512,13512,5,19250,19250,2,5006,5006,0,9528,1930,1
42536,0,5881,5881,1,17892,1477,3,14746,4923,5,24801,3102,0
21754,3,28476,28476,2,7878,4151,1,14086,7674,12,12805,12805,0
12873,1,1822,1822,5,9264,9264,1,4779,754,3,12869,533,1
11249,3,7865,7865,5,24977,24977,0,82,82,2,2338,2338,1
76708,1,17823,15536,3,12921,8818,1,12603,3882,5,20489,5664,0
37451,3,373,373,5,19010,19010,0,6994,5191,2,3317,3317,1
14056,4,9964,9964,6,27165,27165,0,10337,6625,3,17976,307,1
41024,1,7484,7484,4,15700,4967,2,6410,2076,3,15539,4595,1
52450,3,21935,17846,3,14224,2475,2,9627,7626,13,18905,336,1
46716,5,14912,10464,3,14916,7569,3,16078,4929,14,26106,17413,0
5524,1,18571,8816,5,13451,13451,0,3570,3570,2,13517,180,1
6752,1,770,770,3,4326,4326,1,12653,2027,0,10079,8049,1
61444,4,16605,10436,3,9754,5889,3,10226,10226,11,25010,25010,0
18768,0,7365,7365,4,19242,18225,2,2166,2166,1,8555,446,1
19645,2,22610,22265,3,26574,3582,2,12461,12461,10,2853,2853,1
57153,3,24491,23395,3,28236,3105,1,11744,11744,11,10742,4456,0
63754,0,12886,12886,6,11261,146,3,7025,7025,4,26608,24232,1
30874,0,29706,12445,5,26642,2351,1,2173,2173,5,26037,8468,0
61500,4,27961,25953,3,10143,8320,1,17207,7709,5,19577,8124,0
18921,1,11693,5588,3,29212,29212,1,10407,8912,3,5870,5179,1
77445,3,9144,9144,2,14496,8987,1,4182,4182,7,26462,19577,0
54276,3,18516,18516,2,6693,5776,2,14936,4511,3,4826,4826,0
4924,4,4829,4829,6,9847,9847,2,12897,9711,2,13583,5132,1
49828,4,11855,11855,3,10852,8735,3,16634,15009,6,20761,20761,0
34126,5,12325,12325,2,23417,864,5,14803,2883,14,8079,8079,1
39459,5,26112,1648,2,14227,7048,5,14822,7417,11,794,794,0
44360,3,8936,8936,5,11582,10641,0,2407,2407,1,11260,3543,1
27872,4,16456,16456,2,5821,5821,2,17051,15534,15,7471,6699,0
36742,3,15812,15812,5,12189,8801,1,6627,1741,2,964,964,1
26633,2,5930,5930,3,6711,5191,2,6985,4153,0,3703,564,1
31083,1,29934,28197,2,11630,3187,5,9746,2586,5,11584,11584,1
2982,3,5008,5008,0,16938,2786,0,17908,9397,3,24856,269,1
63261,5,9342,9342,2,6568,6568,3,9992,8720,6,26798,13640,0
69770,5,23016,23016,3,11563,6478,3,19333,15559,5,17447,17447,0
15159,3,11722,11722,4,22848,22848,1,422,422,0,7081,2494,1
37995,4,10317,10317,3,21996,21996,1,4749,2774,0,17553,1227,1
46260,3,5008,5008,3,24946,7663,1,5157,4032,9,9099,9099,0
27086,3,17933,17933,2,12580,8182,1,5095,5095,9,27531,22651,0
78557,4,6145,6145,3,6333,6333,2,13885,4435,13,4019,4019,0
19846,2,6663,6663,6,9644,9644,2,5640,5463,1,2579,2579,1
29455,5,2853,2853,6,15637,4579,0,1155,1155,0,7236,7236,1
8953,3,11173,7654,5,23125,23125,0,583,583,2,5001,1669,1
44576,5,8897,8897,2,12617,4819,2,7759,7759,9,18608,7567,0
47530,4,22872,10599,2,27504,4150,2,6982,6982,2,12477,12477,0
75625,3,13189,7988,3,17281,8450,2,8463,8463,6,14963,4292,0
35492,2,1497,1497,3,13698,13083,1,9472,5324,2,4466,1889,1
47094,5,17009,15516,2,7651,7651,1,10264,10264,5,12773,11721,0
52747,4,15752,13581,3,20027,3171,2,9531,9531,5,20331,20331,0
8270,3,10298,5938,4,11522,5725,1,12544,7942,3,12540,1621,1
31387,3,24622,24622,2,17224,6393,2,5953,5953,13,5696,5696,0
44454,4,29067,18975,2,13107,6438,2,12542,5621,12,20037,10300,0
34943,2,17023,3575,6,27870,27870,0,5514,5514,2,14576,4500,1
51002,3,9859,9859,3,14009,3036,3,6723,6723,15,12036,12036,0
37369,2,12207,8016,3,10611,10235,1,2110,2110,2,17105,8384,1
74521,3,6922,6922,3,11786,7274,3,19980,14861,10,9616,6511,0
76888,5,5365,5365,4,2212,1202,4,11927,11927,6,15813,12584,0
71747,3,14860,7583,2,6038,3470,1,6726,6726,15,16459,16459,0
29798,3,24347,24347,3,9292,5048,1,11041,6337,15,11613,11613,0
41502,5,14146,14146,3,17618,7088,2,12818,12818,4,27922,6643,0
37471,5,19585,6444,3,21310,8590,3,12254,12254,11,17120,10473,0
41032,3,10125,1277,4,12505,12505,2,7983,5101,3,15318,166,1
5116,0,13126,13126,5,1397,1397,4,1251,1251,11,12027,12027,0
16630,2,10057,8097,4,25140,25140,2,14368,5594,2,9461,8087,1
64491,5,19731,19731,2,14810,5353,3,18357,7047,11,20086,8665,0
38715,4,8748,8748,3,16362,14114,0,4244,1724,1,3122,3122,1
71388,4,26513,13543,3,10293,6773,2,14088,5499,4,17435,17435,0
58941,5,24663,24317,5,28454,2924,4,3930,3930,14,24309,12058,1
42835,5,8613,8613,3,29292,3284,2,6345,6345,8,5016,5016,0
56775,3,21839,19169,0,18882,2904,4,12889,9944,10,19150,19150,0
44543,5,6659,6659,1,23852,6622,2,5341,5341,14,15019,15019,1
22610,0,18057,50,6,4718,4718,1,11392,9881,1,11302,1298,1
13678,0,5038,5038,5,23218,23218,0,5659,3214,1,16216,3673,1
38686,4,9335,9335,2,13044,9747,3,15091,13393,14,15632,15632,0
75186,5,10238,10238,3,9752,3979,3,13103,13103,8,15517,15517,0
58193,5,13304,13304,3,29692,4292,1,16445,16445,15,27955,8194,0
34280,3,4327,4327,6,19967,15434,0,9722,5019,2,10963,8418,1
61760,3,26005,24917,3,13637,3527,2,8620,7442,5,23960,22342,0
44939,5,24109,16258,2,20436,6007,3,12111,12111,3,24471,22806,0
21799,3,18692,2851,6,19732,19732,2,12800,742,2,608,608,1
26017,3,7856,7856,3,29466,29466,0,46,46,3,7002,7002,1
78432,5,9380,9380,3,12309,9327,2,15534,12629,12,11894,4839,0
10582,0,13693,4341,4,3538,2647,1,4216,2000,3,17257,2744,1
38198,3,14999,14999,3,21314,4315,1,8225,8225,9,10848,10848,0
60477,4,15342,15342,3,20756,3470,1,16898,13476,13,22947,20932,0
53768,0,27610,10331,4,29921,1756,1,19643,9716,11,18029,15303,0
59079,3,29609,19019,3,25743,5159,3,18200,8292,3,18981,12239,0
40796,3,21305,21305,2,8471,7036,3,4093,4093,13,21413,12533,0
21922,4,14235,5334,2,26590,8120,3,16071,8367,14,6534,6534,0
51162,3,25471,7521,3,25041,9625,3,19134,10674,9,27792,9341,0
59165,5,27940,6644,2,25305,6985,1,11416,11416,9,6996,6996,0
13403,1,17407,13691,4,26433,26433,0,14552,8366,2,1544,1479,1
20480,2,1824,1824,5,18515,10508,2,4605,627,1,17290,4205,1
76497,5,9196,9196,3,23792,7504,1,15811,5673,3,4301,4301,0
34429,4,23514,12785,3,14949,7637,3,6723,6723,15,8664,8664,0
37760,3,25140,12561,2,12621,7533,1,17469,4227,12,16595,14046,0
40900,2,4862,4862,6,20181,20181,1,14827,9212,2,2768,2768,1
27740,4,3494,824,5,20411,20411,0,9631,721,2,6819,4905,1
19240,0,1761,1293,6,25732,25732,0,1661,1069,0,5276,4253,1
41331,0,12993,2995,6,24082,24082,1,10284,8700,3,2495,514,1
32575,2,15245,5290,3,6729,6729,0,13536,9938,2,11290,1542,1
49942,5,15631,15631,2,15785,8844,2,5809,5809,15,28670,26794,0
58936,0,14579,14579,1,266,266,0,18302,18302,2,2533,2533,1
51808,4,16814,16814,3,29810,5797,1,18323,14270,13,11828,11828,0
27678,2,3343,3343,3,16583,14449,1,14115,7630,1,14737,8791,1
17345,3,1395,1395,4,23204,23204,2,13274,1842,2,9492,3353,1
42800,1,11513,1755,4,17849,17849,2,10906,8287,3,5629,4219,1
40849,0,6623,6623,6,12392,5790,2,1456,1456,3,4500,1097,1
36480,5,11520,11520,3,25611,6518,3,19201,18843,6,21975,13403,0
69124,3,9578,9578,2,27445,5308,1,13533,4747,7,21352,18166,0
61476,5,25284,21606,2,21740,5336,1,9016,9016,6,17451,17451,0
42414,0,13045,13045,6,15492,15492,2,11800,6872,3,3981,3981,1
10187,4,12577,792,6,15791,15791,0,3760,3760,0,9376,3223,1
37181,1,1948,1948,3,16572,3705,0,14504,5792,1,17834,6973,1
9119,2,567,567,3,9139,3145,1,4959,4959,3,12025,2460,1
21197,5,9233,9233,3,15928,9078,3,14146,14146,3,24864,19644,0
61399,5,26204,9809,2,29990,8867,3,6415,6415,7,20649,20649,0
66731,4,11581,5403,3,16028,4538,3,19609,8734,4,27481,15259,0
26888,3,5118,5118,3,18774,18774,0,10935,1941,1,9817,2274,1
75153,3,11407,11407,2,12393,7104,1,11451,9481,5,26657,5742,0
17503,0,3509,3509,6,14528,14528,0,10129,4733,2,1830,1830,1
39410,1,5094,5094,6,19675,10640,1,10662,861,1,9624,5650,1
66887,4,17813,17813,2,9949,5659,2,14942,14942,12,11030,11030,0
5945,4,649,649,6,18413,14602,1,13308,6848,2,2270,2270,1
44280,5,20398,19561,2,12810,4703,3,10235,10235,9,29147,5762,0
32372,3,16574,9695,3,22955,22955,1,3756,2624,1,7847,2549,1
14910,2,19431,926,6,6931,6931,1,11271,4845,3,18139,9167,1
60315,2,15311,15311,2,15132,4771,1,6460,6460,14,28261,16379,0
49851,5,20372,7869,1,5243,5243,2,1988,1988,2,5751,3330,1
63180,5,10876,10876,2,23050,3531,1,8229,4283,3,19302,5038,0
33034,5,24301,16759,2,22653,4149,2,17992,17854,3,22071,22071,0
39085,1,17037,17037,5,12396,12396,2,8821,8465,2,245,245,1
20562,0,8031,8031,4,17395,17395,2,7683,3483,0,6440,6440,1
40951,3,3334,3334,3,17827,17827,1,8564,8564,0,2647,2647,1
20745,2,14508,3883,3,24301,24301,1,6545,3332,3,1583,1583,1
37493,4,23778,23778,3,13509,6178,3,19215,5073,7,27533,22196,0
44465,5,6660,6660,3,5989,4185,2,16850,11331,15,17064,13847,0
47687,3,13470,13470,2,24937,3872,2,19076,13161,8,29441,16967,0
37666,2,14765,14765,5,29281,29281,2,2262,966,3,17506,4504,1
10331,4,7098,7098,5,7618,7618,1,10996,5831,3,443,443,1
76355,4,25417,23559,5,13619,3270,2,5594,4018,15,8927,8927,0
33311,5,17564,17564,3,18200,6600,1,18649,5201,2,9794,9794,0
41697,2,1650,1650,6,9452,4894,1,11855,6844,2,16304,8186,1
52205,1,8501,8501,4,11996,1626,1,15083,15083,14,19647,19135,1
39478,5,26605,13671,2,16020,4039,1,14204,14204,12,19494,18160,0
53238,5,18973,16326,2,22517,3910,3,5726,5726,4,19265,19265,0
16158,3,790,790,5,28521,28521,2,4485,58,0,1429,1429,1
52185,5,8395,8395,3,20984,5624,1,14118,4519,12,19605,19605,0
53604,3,23441,23441,3,7076,6817,2,14181,11643,2,14560,14560,0
36338,3,5839,72,6,26535,26535,2,6197,173,3,3671,3671,1
10140,2,4511,4511,5,27469,27469,1,4836,4836,3,9144,8208,1
23695,4,28117,28025,2,27886,6229,2,5680,5680,9,11335,11335,0
23688,5,24420,24420,2,12334,3095,1,10864,10864,10,23949,22811,0
30794,5,9212,9212,3,15253,5725,2,16458,12039,6,23447,23447,0
64932,5,27740,25858,3,26090,7700,3,16217,10369,14,18831,7003,0
12327,4,13744,13744,1,9041,8857,0,17572,17572,11,24493,21058,0
28447,1,15301,15301,4,22786,22786,1,5323,5323,1,11460,6070,1
39511,1,16797,69,0,13537,3760,1,4325,4325,8,174,174,0
42552,5,23973,20922,3,25470,4146,3,8171,8171,14,7077,7077,0
12139,2,13256,13185,5,8361,8361,0,7551,2635,3,11075,658,1
31213,5,15343,8689,3,24504,7609,1,16043,6768,15,5388,5388,0
7770,4,7686,1399,4,10097,7851,1,10846,6334,0,2175,2175,1
45347,3,9674,9674,2,12623,4519,1,7751,7751,2,26366,7709,0
37822,3,1572,1572,4,19953,4146,1,5092,5092,3,17485,8410,1
42702,4,15902,15038,5,24969,4733,4,6772,6772,0,19134,19134,0
38661,5,14212,6913,2,8615,4078,3,8999,8687,8,21244,21244,0
42155,0,6663,4922,6,14965,14965,2,8604,8604,1,1081,1081,1
4613,2,5804,5804,4,12335,12335,0,4457,1372,2,13479,4378,1
32786,4,5269,5269,3,10719,3490,2,9752,9752,8,13590,13590,0
43424,5,5399,5399,2,5645,5226,2,11688,11688,6,14463,14463,0
65189,4,14236,7787,2,15857,6321,2,17535,13590,2,23592,23592,0
33723,3,17098,17098,2,10607,5229,3,15644,8864,11,15971,15971,0
55801,4,28757,27875,5,25688,6711,1,9991,5884,4,22232,2140,1
31967,5,14129,14129,3,12126,7219,1,13035,5880,5,24125,12596,0
27945,2,17627,17627,5,19126,19126,1,10608,9046,3,10452,9474,1
6996,2,10447,1006,3,17708,17708,0,1905,863,0,10278,2704,1
25741,4,11654,5891,3,13893,6794,3,17001,14151,8,18512,18512,0
5608,5,1306,1306,4,27379,9418,2,16464,13004,3,20386,9693,0
33325,1,14168,13165,3,18729,5489,2,10629,7654,0,14204,5773,1
40304,1,5600,5600,4,17517,4405,2,9276,3571,0,12786,6431,1
58058,3,16608,13820,3,25691,3099,2,4207,4207,14,20993,20993,0
32856,4,26118,10789,3,18837,7694,2,16626,11952,14,16005,16005,0
66062,5,14829,14829,2,21447,7892,3,9170,4256,13,13694,6857,0
35844,5,7376,7376,2,8661,5511,2,17943,17943,8,25955,11981,0
17694,2,4560,4560,6,4757,2676,2,11036,7520,0,17122,3606,1
72741,5,8575,8575,2,9673,5623,2,13834,5412,14,19380,17300,0
5675,4,8332,8332,5,26453,26453,2,7225,2383,2,13197,8563,1
66726,2,10455,10455,3,9019,6549,0,11522,2604,3,16312,16312,0
61025,0,23493,21508,4,25273,6034,2,17207,16020,10,5317,5317,1
48465,1,24333,6708,3,28537,8305,0,16366,990,13,7064,7064,0
45530,3,11892,11892,2,8064,8064,1,4665,4665,7,25556,9360,0
28194,3,16709,7921,5,17640,17640,2,9573,1059,3,15269,8982,1
7339,2,15075,15075,3,19159,19159,1,100,100,2,5944,4427,1
19463,4,16599,16599,3,14309,14309,0,11947,9340,1,19000,7849,1
54688,4,24967,17782,2,15795,781,0,4192,4192,9,21561,20193,0
18314,4,4813,4813,6,29417,29417,1,10430,7231,3,15674,1080,1
21429,5,19328,10671,2,15950,6704,1,10529,10252,7,20391,20391,0
47388,3,18872,15832,3,24019,3038,1,4915,4915,14,8661,8661,0
40446,2,18310,7319,5,16668,16668,2,3522,3522,2,8746,8090,1
24927,2,18553,18,4,14027,4643,1,13591,119,3,10359,1662,1
16563,0,9990,9990,6,20925,6261,4,4356,4356,4,28361,16554,1
77322,5,7956,7956,2,24928,8209,1,7385,7385,10,19276,19276,0
39272,4,26785,24537,2,29843,9631,3,6335,6335,6,7559,7559,0
18049,1,2266,2266,4,20407,20407,1,517,517,0,9244,9244,1
36530,5,16871,16871,2,19975,8997,1,9706,9706,2,26504,26504,0
41735,2,27029,20276,2,12923,9047,4,13309,4451,8,20540,20540,0
58539,2,10551,2478,2,4064,1724,1,2568,2568,5,3296,3296,1
79725,5,2338,2338,2,19300,4750,0,2365,1363,8,7108,7108,1
15411,3,14863,11134,5,19943,9783,2,12356,5964,3,12280,7112,1
33154,1,10683,9640,6,15205,15205,1,9340,7013,3,1525,1525,1
